,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14,14,14,14
Reserves,22,25,33,37
Borrowings,29,28,67,62
Other Liabilities,33,32,38,28
Total Liabilities,98,99,151,141
Fixed Assets,7,8,7,6
CWIP,0,0,0,0
Investments,0,0,0,0
Other Assets,91,91,144,135
Total Assets,98,99,151,141
