,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,110.0,135.0,202.0,144.0,173.0,107.0,126.0,126.0,220.0,275.0,299.0,188.0,396.0
Expenses,101.0,121.0,172.0,127.0,154.0,135.0,215.0,133.0,198.0,267.0,308.0,234.0,383.0
Operating Profit,9.0,14.0,30.0,18.0,18.0,-28.0,-88.0,-7.0,22.0,8.0,-8.0,-46.0,13.0
OPM %,8.0,10.0,15.0,12.0,11.0,-26.0,-70.0,-6.0,10.0,3.0,-3.0,-25.0,3.0
Other Income,8.0,9.0,4.0,8.0,4.0,16.0,14.0,19.0,20.0,21.0,21.0,19.0,18.0
Interest,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,7.0
Depreciation,12.0,12.0,14.0,16.0,18.0,20.0,22.0,23.0,30.0,34.0,35.0,34.0,42.0
Profit before tax,5.0,9.0,19.0,8.0,3.0,-33.0,-96.0,-13.0,7.0,-9.0,-27.0,-66.0,-18.0
Tax %,0.0,0.0,-81.0,9.0,-10.0,26.0,48.0,49.0,147.0,-62.0,58.0,60.0,29.0
Net Profit,5.0,9.0,34.0,8.0,4.0,-24.0,-50.0,-7.0,-3.0,-15.0,-11.0,-26.0,-13.0
EPS in Rs,0.49,0.99,3.6,0.81,0.32,-2.13,-4.33,-0.44,-0.21,-0.99,-0.68,-1.55,-0.74
