,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,62,62,62,62,67,74,94,95,95,97,118,172,73.0
Reserves,299,220,223,206,294,519,1058,1225,985,1038,1475,2801,2834.0
Preference Capital,0,39,39,64,0,0,0,0,0,0,0,0,
Borrowings,221,222,268,250,259,281,2,1,28,22,20,50,138.0
Other Liabilities,59,152,193,210,219,160,175,264,132,156,498,579,1719.0
Total Liabilities,640,656,745,728,838,1034,1330,1585,1241,1312,2110,3602,4864.0
Fixed Assets,111,77,65,51,94,92,75,99,79,111,138,647,1036.0
CWIP,75,71,84,88,52,19,47,41,27,24,40,154,2.0
Investments,16,0,0,0,0,0,77,87,51,37,402,262,717.0
Other Assets,438,508,597,589,692,924,1132,1358,1085,1139,1531,2539,3108.0
Total Assets,640,656,745,728,838,1034,1330,1585,1241,1312,2110,3602,4864.0
