,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,40.89,40.89,51.11,50.94
FIIs,10.83,5.83,11.26,10.59
DIIs,3.08,3.07,0.0,0.69
Public,45.21,50.21,37.63,37.77
No. of Shareholders,33222.0,30006.0,38697.0,36563.0
