,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-19,73,66,69
Cash from Investing Activity,-526,13,18,124
Cash from Financing Activity,557,-73,-94,-119
Net Cash Flow,12,12,-10,75
