,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,59.44,59.44,59.44,59.44,59.58,59.58,59.58,59.58,59.58,59.58,62.06,62.06
FIIs,0.25,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0
DIIs,0.24,0.24,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
Public,38.09,38.21,38.55,38.57,38.37,38.37,38.37,38.38,38.45,38.46,36.0,36.04
Others,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.98,1.95,1.95,1.92,1.89
No. of Shareholders,13539.0,15027.0,15541.0,18399.0,18578.0,17518.0,17472.0,17971.0,17610.0,16897.0,16148.0,15721.0
