,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,15.0,19,25,21,23,15,20
Inventory Days,111.0,150,142,172,221,126,138
Days Payable,6.0,14,10,15,10,10,8
Cash Conversion Cycle,120.0,155,157,179,233,132,149
Working Capital Days,87.0,112,135,133,157,95,87
ROCE %,,13,12,5,6,9,7
