,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,88,56,37,9,43,126,67
Cash from Investing Activity,-27,-25,-40,20,-51,-96,-77
Cash from Financing Activity,-63,-27,0,-6,-14,-29,15
Net Cash Flow,-2,4,-2,22,-22,1,5
