,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,36.73,32.35,45.93,23.43,30.34,26.84,29.85,28.4,23.43,41.31,46.38,36.07,33.73
Expenses,34.33,30.91,45.51,26.13,32.43,28.66,32.1,29.66,25.82,37.53,45.05,34.86,31.61
Operating Profit,2.4,1.44,0.42,-2.7,-2.09,-1.82,-2.25,-1.26,-2.39,3.78,1.33,1.21,2.12
OPM %,6.53,4.45,0.91,-11.52,-6.89,-6.78,-7.54,-4.44,-10.2,9.15,2.87,3.35,6.29
Other Income,0.15,0.0,1.21,0.35,0.09,0.18,0.43,-2.74,-0.1,9.17,1.5,0.21,0.13
Interest,1.14,0.97,1.58,1.07,1.28,1.07,1.97,1.28,1.37,1.3,0.95,1.29,1.34
Depreciation,0.7,0.46,0.32,0.48,0.54,0.52,0.68,0.45,0.53,0.51,0.52,0.56,0.59
Profit before tax,0.71,0.01,-0.27,-3.9,-3.82,-3.23,-4.47,-5.73,-4.39,11.14,1.36,-0.43,0.32
Tax %,-15.49,300.0,0.0,0.26,-0.52,4.64,-4.7,-0.52,2.05,-0.81,30.15,0.0,-9.38
Net Profit,0.82,-0.01,-0.27,-3.89,-3.84,-3.08,-4.69,-5.77,-4.31,11.22,0.95,-0.43,0.35
EPS in Rs,0.69,0.29,-0.77,-5.35,-5.19,-4.21,-6.39,-8.45,-5.84,17.21,1.02,-1.32,0.73
