,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,0,5,0,1,0,15,6,-4,-11
Cash from Investing Activity,,,0,-1,-1,-4,0,-4,-1,-1,10
Cash from Financing Activity,,,0,-2,1,2,-2,-12,-3,4,-1
Net Cash Flow,,,0,2,0,-1,-3,0,2,0,-2
