,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,288.16,73.0,0.00,527.22,,
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,288.16,73.0,0.00,527.22,,
Working Capital Days,-96.05,-146.0,-2.45,2920.00,,
ROCE %,,,400.00,3.49,2.15,-15.53
