,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.01,0.04,0.04,-0.04,0.37,-0.18
Cash from Investing Activity,0.0,0.0,-0.02,0.0,-0.5,0.1
Cash from Financing Activity,0.0,0.0,0.0,0.14,0.11,-0.01
Net Cash Flow,0.01,0.04,0.01,0.1,-0.03,-0.09
