,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,54.67,58.48,58.48,60.2,60.2,60.28,60.2,60.2,60.2
FIIs,0.0,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
DIIs,4.61,10.94,10.94,10.94,8.01,8.34,3.59,2.72,2.23
Government,0.0,0.0,0.0,0.0,2.93,0.0,0.0,0.0,0.0
Public,40.73,30.28,30.28,28.55,28.55,31.07,35.89,36.77,37.26
No. of Shareholders,32369.0,136085.0,134512.0,133734.0,133562.0,133976.0,135147.0,135020.0,135141.0
