,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.86,22.35,22.66,12.13,16.54,31.53,33.09,36.27,19.68,31.66,26.8,20.05,19.76
Expenses,11.41,15.69,14.88,11.48,11.33,23.36,23.81,24.65,13.51,21.67,14.74,12.95,11.39
Operating Profit,2.45,6.66,7.78,0.65,5.21,8.17,9.28,11.62,6.17,9.99,12.06,7.1,8.37
OPM %,17.68,29.8,34.33,5.36,31.5,25.91,28.04,32.04,31.35,31.55,45.0,35.41,42.36
Other Income,0.19,0.22,0.32,0.11,0.29,0.24,0.22,0.25,0.26,0.27,0.27,0.27,0.35
Interest,2.12,2.07,2.05,2.11,2.54,2.67,2.67,2.47,2.94,2.38,2.21,2.07,1.89
Depreciation,7.45,7.46,7.03,7.07,8.26,7.83,6.7,7.35,7.49,7.4,7.43,4.21,6.57
Profit before tax,-6.93,-2.65,-0.98,-8.42,-5.3,-2.09,0.13,2.05,-4.0,0.48,2.69,1.09,0.26
Tax %,9.67,25.66,25.51,6.65,17.55,34.45,-500.0,-30.73,13.25,-102.08,20.82,-37.61,-242.31
Net Profit,-6.26,-1.97,-0.73,-7.86,-4.36,-1.37,0.77,2.67,-3.47,0.97,2.12,1.5,0.89
EPS in Rs,-1.56,-0.49,-0.18,-1.96,-1.09,-0.34,0.19,0.67,-0.87,0.24,0.53,0.37,0.22
