,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,,3.08,-3.45,5.59,2.55,1.04
Cash from Investing Activity,0,,0.56,0.87,-4.67,-0.41,0.8200000000000001
Cash from Financing Activity,0,,-3.71,2.56,-0.84,-2.08,-1.95
Net Cash Flow,0,,-0.07,-0.02,0.07,0.06,-0.09
