,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2615.0,2808.0,3004.0,2987.0,3228.0,3685.0,3792.0,3979.0,4273.0,4466.0,4440.0,4600.0,4748.0
Expenses,2475.0,2657.0,2967.0,2840.0,3116.0,3506.0,3608.0,3826.0,4139.0,4320.0,4288.0,4446.0,4585.0
Operating Profit,140.0,151.0,37.0,147.0,112.0,179.0,184.0,153.0,135.0,145.0,152.0,154.0,164.0
OPM %,5.0,5.0,1.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0
Other Income,32.0,10.0,3.0,5.0,16.0,3.0,3.0,7.0,9.0,60.0,4.0,4.0,14.0
Interest,32.0,24.0,17.0,22.0,20.0,18.0,20.0,20.0,26.0,29.0,31.0,27.0,28.0
Depreciation,58.0,56.0,55.0,50.0,49.0,49.0,64.0,61.0,68.0,70.0,76.0,69.0,70.0
Profit before tax,82.0,80.0,-31.0,80.0,60.0,114.0,104.0,79.0,50.0,107.0,48.0,62.0,79.0
Tax %,39.0,43.0,-86.0,44.0,31.0,22.0,26.0,15.0,20.0,20.0,38.0,23.0,10.0
Net Profit,50.0,46.0,-58.0,45.0,41.0,89.0,77.0,68.0,40.0,86.0,30.0,48.0,71.0
EPS in Rs,3.09,2.83,-4.25,3.13,2.54,5.67,4.98,4.51,2.84,5.94,2.23,3.23,4.85
