,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,39,39,39,39,39,39,39,39,39,39,39,39,39.0
Reserves,-428,-543,-661,-691,-671,-300,-419,-482,-595,-670,-752,-812,-840.0
Preference Capital,229,268,268,268,268,120,131,131,148,158,173,188,
Borrowings,1077,1055,1075,1057,817,550,592,641,582,613,542,581,799.0
Other Liabilities,409,546,645,635,474,229,205,180,199,214,217,199,7.0
Total Liabilities,1097,1097,1099,1040,659,519,417,378,226,196,45,7,5.0
Fixed Assets,593,548,510,469,434,365,321,289,152,109,2,2,2.0
CWIP,6,2,2,3,3,7,0,0,0,0,0,0,0.0
Investments,0,0,0,0,0,1,1,1,1,1,1,1,1.0
Other Assets,497,546,586,568,222,146,95,87,73,86,42,3,2.0
Total Assets,1097,1097,1099,1040,659,519,417,378,226,196,45,7,5.0
