,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,-1.36,-0.76,-1.18,-1.67,0.5700000000000001,0.27
Cash from Investing Activity,0,-2.56,0.39,-2.1,1.17,-0.29,-0.12
Cash from Financing Activity,0,4.11,0.03,3.22,0.03,0.01,0.02
Net Cash Flow,0,0.19,-0.33,-0.07,-0.47,0.29,0.16
