,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,125.32,232.27,256.85,242.39,1307.92,173.52,166.67
Inventory Days,,,,,,,
Days Payable,,,,,,,
Cash Conversion Cycle,125.32,232.27,256.85,242.39,1307.92,173.52,166.67
Working Capital Days,116.71,221.21,261.15,257.06,1426.54,122.66,131.93
ROCE %,,21.24,9.02,4.37,-36.68,-63.16,29.46
