,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.98,71.98,71.98,71.98,71.98,74.23,74.23,74.23
DIIs,7.44,7.44,7.43,7.43,7.43,0.52,0.33,0.33
Public,20.58,20.58,20.58,20.58,20.58,25.25,25.44,25.44
No. of Shareholders,1200.0,1223.0,1241.0,1139.0,1138.0,2596.0,2982.0,2915.0
