,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-5,4,14,22,30,12,-43,-12,31,-7,1,0
Cash from Investing Activity,-9,-4,-18,-7,-6,-18,-16,-14,-22,-24,-27,-70
Cash from Financing Activity,13,1,5,-16,-24,5,65,22,-11,30,26,70
Net Cash Flow,-1,0,2,-1,0,0,6,-4,-1,0,0,0
