,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.94,74.94,74.94,74.94,69.7,63.07,63.07
FIIs,0.75,0.19,0.16,0.0,0.55,9.03,9.0
DIIs,0.4,0.05,0.07,0.0,0.0,0.03,0.0
Public,23.91,24.82,24.83,25.06,29.75,27.86,27.92
No. of Shareholders,8549.0,8437.0,8492.0,5688.0,22365.0,31951.0,41046.0
