,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.64,1.87,2.99,2.94,2.15,0.76,0.01,0.02,0.27,0.27,1.11,0.31,0.28
Expenses,0.65,0.31,1.24,2.53,1.24,2.08,8.13,0.39,0.6,1.15,0.26,0.5,0.28
Operating Profit,1.99,1.56,1.75,0.41,0.91,-1.32,-8.12,-0.37,-0.33,-0.88,0.85,-0.19,0.00
OPM %,75.38,83.42,58.53,13.95,42.33,-173.68,-81200.0,-1850.0,-122.22,-325.93,76.58,-61.29,0.00
Other Income,0.0,0.0,0.05,0.02,0.07,0.17,0.01,0.0,-5.6,0.04,0.0,0.43,0.43
Interest,0.0,0.0,0.16,0.02,0.0,0.0,0.0,0.76,0.35,0.01,0.01,0.0,0.00
Depreciation,0.08,0.07,0.02,0.1,0.46,0.46,0.35,0.01,0.0,0.0,0.0,0.0,0.00
Profit before tax,1.91,1.49,1.62,0.31,0.52,-1.61,-8.46,-1.14,-6.28,-0.85,0.84,0.24,0.43
Tax %,35.6,38.26,37.04,54.84,26.92,22.98,-4.26,-5.26,0.0,0.0,0.0,-16.67,
Net Profit,1.23,0.93,1.03,0.15,0.38,-1.24,-8.81,-1.19,-6.28,-0.85,0.84,0.28,0.47
EPS in Rs,41.0,31.0,34.33,5.0,12.67,-47.29,-336.0,-45.39,-3.75,-0.51,0.5,0.17,0.28
