,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,8.0,,7,4,9
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,8.0,,7,4,9
Working Capital Days,346.0,,-250,-137,-93
ROCE %,,-0,6,5,6
