,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,934,0,798,1162,1393
Cash from Investing Activity,-586,0,853,-456,-751
Cash from Financing Activity,-356,0,-1504,-754,-456
Net Cash Flow,-8,0,146,-48,186
