,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,5.35,3.66,15.62,3.74,9.78,2.62,8.69,9.3,11.18,13.9,7.8,6.6,2.77
Expenses,3.81,2.35,14.2,2.38,8.35,2.37,7.76,9.74,10.58,13.21,7.3,6.22,4.21
Operating Profit,1.54,1.31,1.42,1.36,1.43,0.25,0.93,-0.44,0.6,0.69,0.5,0.38,-1.44
OPM %,28.79,35.79,9.09,36.36,14.62,9.54,10.7,-4.73,5.37,4.96,6.41,5.76,-51.99
Other Income,0.02,0.01,0.38,0.17,0.13,0.34,0.23,3.88,0.21,0.16,0.53,0.65,0.32
Interest,0.18,0.2,0.15,0.06,0.13,0.12,0.23,0.12,0.03,0.03,0.01,0.01,0.03
Depreciation,1.03,1.03,1.47,1.14,1.05,0.1,0.79,0.61,0.64,0.63,0.75,0.66,0.54
Profit before tax,0.35,0.09,0.18,0.33,0.38,0.37,0.14,2.71,0.14,0.19,0.27,0.36,-1.69
Tax %,5.71,11.11,88.89,78.79,57.89,16.22,-114.29,29.52,28.57,89.47,7.41,33.33,14.2
Net Profit,0.34,0.08,0.02,0.07,0.16,0.31,0.31,1.91,0.1,0.03,0.25,0.24,-1.45
EPS in Rs,0.07,0.02,0.0,0.01,0.03,0.06,0.06,0.39,0.02,0.01,0.05,0.05,-0.29
