,2016-03-01,2017-03-01,2023-03-01
Debtor Days,4.91,7.69,0.0
Inventory Days,9.35,22.58,0.0
Days Payable,4.45,13.66,
Cash Conversion Cycle,9.81,16.61,0.0
Working Capital Days,11.43,20.39,541.64
ROCE %,,1.91,
