,2016-03-01,2017-03-01,2023-03-01
Equity Capital,3.5,3.5,10.5
Reserves,0.62,0.67,7.1
Borrowings,0.04,0.03,0.1
Other Liabilities,1.04,1.26,0.08
Total Liabilities,5.2,5.46,17.78
Fixed Assets,0.51,0.36,0.2
CWIP,0.0,0.0,0.0
Investments,0.98,1.55,0.0
Other Assets,3.71,3.55,17.58
Total Assets,5.2,5.46,17.78
