,2022-06-01,2022-09-01,2022-12-01,2023-03-01
Sales,6.29,2.74,0.00,0.00
Expenses,5.74,3.15,0.20,0.20
Operating Profit,0.55,-0.41,-0.20,-0.20
OPM %,8.74,-14.96,,
Other Income,0.1,-0.04,0.02,0.05
Interest,0.0,0.0,0.00,0.00
Depreciation,0.03,0.03,0.03,0.03
Profit before tax,0.62,-0.48,-0.21,-0.18
Tax %,25.81,25.0,19.05,0.00
Net Profit,0.46,-0.36,-0.16,-0.18
EPS in Rs,0.09,-0.07,-0.03,-0.03
