,2016-03-01,2017-03-01,2023-03-01
Cash from Operating Activity,-0.25,0.84,0
Cash from Investing Activity,-1.21,-0.49,0
Cash from Financing Activity,1.51,-0.01,0
Net Cash Flow,0.05,0.33,0
