,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.06,-0.04,-0.2,-0.74,0.01,-0.21,-3.27,0.02,0.04,-0.1,-0.05
Cash from Investing Activity,-2.65,0.03,0.35,0.04,0.34,0.14,3.36,0.27,0.0,0.0,0.0
Cash from Financing Activity,2.71,0.02,-0.03,0.58,-0.29,0.0,-0.04,-0.33,-0.04,0.11,0.04
Net Cash Flow,0.0,0.01,0.12,-0.12,0.06,-0.07,0.04,-0.04,-0.01,0.01,0.0
