,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,51.0,51.0,51.0,24.99,24.99,24.99,24.99,24.99
FIIs,2.84,5.23,1.47,0.19,0.24,0.18,0.22,0.21
DIIs,10.33,11.54,5.89,28.17,28.15,26.08,28.15,28.15
Public,35.83,32.23,41.64,46.65,46.62,48.75,46.64,46.66
No. of Shareholders,111373.0,93916.0,142990.0,152769.0,157335.0,168032.0,162148.0,155919.0
