,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,12,12,12,25,25,25,25,25
Reserves,10,11,12,13,14,23,67,62,56,61,69,78,83
Borrowings,3,3,4,10,8,13,9,7,8,6,2,2,2
Other Liabilities,1,1,2,2,3,2,4,11,12,16,16,19,23
Total Liabilities,19,20,23,30,30,51,92,92,100,108,112,124,133
Fixed Assets,8,8,9,13,14,15,55,54,56,59,56,62,61
CWIP,0,0,0,0,1,0,0,0,0,0,0,0,1
Investments,0,0,0,0,4,0,13,9,3,7,18,14,15
Other Assets,11,11,14,17,12,35,25,29,41,41,38,48,55
Total Assets,19,20,23,30,30,51,92,92,100,108,112,124,133
