,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,257.0,278.0,265.0,268.0,269.0,284.0,273.0,266.0,278.0,282.0,280.0,286.0,287.0
Expenses,137.0,148.0,137.0,151.0,154.0,164.0,152.0,149.0,156.0,152.0,149.0,161.0,159.0
Operating Profit,119.0,130.0,129.0,117.0,115.0,120.0,121.0,117.0,122.0,129.0,131.0,125.0,128.0
OPM %,46.0,47.0,48.0,44.0,43.0,42.0,44.0,44.0,44.0,46.0,47.0,44.0,44.0
Other Income,-10.0,1.0,2.0,2.0,3.0,2.0,5.0,4.0,-4.0,2.0,2.0,4.0,2.0
Interest,407.0,387.0,378.0,398.0,389.0,385.0,368.0,376.0,373.0,374.0,379.0,394.0,403.0
Depreciation,43.0,42.0,41.0,40.0,42.0,39.0,39.0,40.0,38.0,38.0,32.0,36.0,36.0
Profit before tax,-341.0,-298.0,-288.0,-318.0,-314.0,-302.0,-281.0,-295.0,-293.0,-280.0,-277.0,-301.0,-310.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-341.0,-298.0,-288.0,-318.0,-314.0,-302.0,-281.0,-295.0,-293.0,-280.0,-277.0,-301.0,-310.0
EPS in Rs,-1.75,-1.52,-1.47,-1.63,-1.6,-1.55,-1.44,-1.51,-1.5,-1.43,-1.42,-1.54,-1.59
