,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,45,40,34,25,36,31,31,26,41,27,40,36
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,45,40,34,25,36,31,31,26,41,27,40,36
Working Capital Days,-145,-168,-187,-226,-260,-312,-738,-1129,-2705,-88,-42,-62
ROCE %,0,-2,0,1,5,-1,-5,50,42,245,35,40
