,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,97.73,217.42,193.15,218.20
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,97.73,217.42,193.15,218.20
Working Capital Days,5.95,114.06,134.79,163.15
ROCE %,,16.64,10.75,12.52
