,2023-03-01,2023-06-01,2023-09-01
Promoters,73.37,73.37,73.37
FIIs,7.49,4.85,1.71
DIIs,1.02,0.45,0.62
Public,18.13,21.32,24.29
No. of Shareholders,13037.0,11578.0,12357.0
