,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,63.0,83,75,90
Inventory Days,126.0,170,198,190
Days Payable,42.0,81,79,70
Cash Conversion Cycle,147.0,172,193,210
Working Capital Days,106.0,123,154,128
ROCE %,,30,21,9
