,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,54,32,28,27
Cash from Investing Activity,-11,-8,-28,-205
Cash from Financing Activity,-46,-19,-3,183
Net Cash Flow,-3,5,-3,4
