,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,813.0,1202.0,1467.0,1264.0,1905.0,2130.0,2011.0,1972.0,1699.0,1706.0,1562.0,1410.0,1359.0
Expenses,834.0,1065.0,1315.0,1165.0,1791.0,1932.0,1857.0,1925.0,1710.0,1750.0,1631.0,1398.0,1323.0
Operating Profit,-21.0,137.0,152.0,99.0,114.0,197.0,154.0,47.0,-11.0,-44.0,-70.0,12.0,36.0
OPM %,-3.0,11.0,10.0,8.0,6.0,9.0,8.0,2.0,-1.0,-3.0,-4.0,1.0,3.0
Other Income,5024.0,8.0,-639.0,6.0,6.0,13.0,21.0,20.0,30.0,6.0,8.0,5.0,10.0
Interest,129.0,124.0,120.0,118.0,119.0,124.0,115.0,117.0,120.0,121.0,143.0,154.0,142.0
Depreciation,56.0,55.0,49.0,85.0,85.0,87.0,86.0,91.0,91.0,91.0,92.0,90.0,79.0
Profit before tax,4819.0,-35.0,-656.0,-98.0,-84.0,-0.0,-28.0,-142.0,-192.0,-250.0,-297.0,-226.0,-175.0
Tax %,0.0,0.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.0,0.0,0.0
Net Profit,4799.0,-35.0,-500.0,-98.0,-84.0,-0.0,-27.0,-142.0,-192.0,-250.0,-298.0,-226.0,-175.0
EPS in Rs,9.66,-0.07,-1.01,-0.2,-0.17,-0.0,-0.05,-0.29,-0.39,-0.5,-0.6,-0.46,-0.35
