,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,37.92,41.99,58.56,51.48,57.75,58.57,61.91,73.44,59.58,63.55,53.43,54.87,43.43
Expenses,36.5,40.45,52.84,49.9,53.83,55.92,58.69,71.21,57.52,62.19,51.19,51.96,40.49
Operating Profit,1.42,1.54,5.72,1.58,3.92,2.65,3.22,2.23,2.06,1.36,2.24,2.91,2.94
OPM %,3.74,3.67,9.77,3.07,6.79,4.52,5.2,3.04,3.46,2.14,4.19,5.3,6.77
Other Income,-0.09,0.16,0.3,0.07,0.24,0.19,0.36,0.04,0.11,-0.01,0.9,0.04,0.26
Interest,1.46,1.89,2.27,1.79,1.75,1.47,1.62,1.61,1.68,2.3,2.37,2.47,2.56
Depreciation,0.32,0.29,0.62,0.29,0.29,0.29,0.6,0.31,0.31,0.47,0.67,0.37,0.36
Profit before tax,-0.45,-0.48,3.13,-0.43,2.12,1.08,1.36,0.35,0.18,-1.42,0.1,0.11,0.28
Tax %,4.44,20.83,11.5,13.95,29.25,31.48,30.15,48.57,177.78,14.08,0.0,63.64,67.86
Net Profit,-0.44,-0.38,2.77,-0.36,1.51,0.74,0.94,0.19,-0.14,-1.22,0.1,0.03,0.09
EPS in Rs,-0.04,-0.03,0.25,-0.03,0.14,0.07,0.08,0.02,-0.01,-0.1,-0.01,-0.0,0.01
