,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,-5,-2,-1,4,-2,4
Cash from Investing Activity,0,-9,-5,-3,-2,-7,-21
Cash from Financing Activity,-3,23,-1,2,-2,13,14
Net Cash Flow,0,10,-8,-2,-1,4,-3
