,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.63,71.63,65.78,65.78,65.78,65.78,65.78
Public,28.37,28.37,34.22,34.22,34.22,34.22,34.22
No. of Shareholders,717.0,582.0,575.0,578.0,555.0,550.0,550.0
