,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,323.0,320.0,380.0,414.0,518.0,597.0,673.0,722.0,598.0,530.0,617.0,671.0,614.0
Expenses,365.0,321.0,385.0,341.0,376.0,441.0,516.0,538.0,419.0,398.0,493.0,520.0,512.0
Operating Profit,-42.0,-1.0,-5.0,72.0,142.0,156.0,157.0,184.0,179.0,132.0,123.0,151.0,102.0
OPM %,-13.0,-0.0,-1.0,18.0,27.0,26.0,23.0,25.0,30.0,25.0,20.0,23.0,17.0
Other Income,16.0,25.0,25.0,22.0,25.0,15.0,17.0,21.0,20.0,37.0,31.0,26.0,28.0
Interest,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,7.0,8.0,7.0,9.0,9.0
Depreciation,18.0,19.0,18.0,19.0,18.0,21.0,21.0,21.0,23.0,25.0,33.0,38.0,38.0
Profit before tax,-47.0,4.0,1.0,75.0,148.0,146.0,152.0,180.0,168.0,136.0,114.0,130.0,83.0
Tax %,28.0,-9.0,900.0,25.0,24.0,25.0,25.0,26.0,23.0,25.0,22.0,25.0,26.0
Net Profit,-15.0,-1.0,-16.0,57.0,132.0,113.0,129.0,159.0,169.0,105.0,100.0,139.0,96.0
EPS in Rs,-3.98,-0.21,-4.17,14.71,34.08,29.4,33.49,41.2,43.77,27.12,25.84,36.05,24.87
