,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Elantas Beck India Ltd,Chemicals,500123,,6736,8494, 8600 / 4076,53.8,833,0.06,21.6,16.2,10.0,10.0,7.21,17.8,11.0,9.38,8.92,53.2,21.9,10.2,11.5,14.2,160,123,0.0,0.0,0.0,0.0,0.0
