,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,29,29,29,29,29,29,29,29,29,29,29,29,29.0
Reserves,242,268,307,352,468,473,517,610,656,686,828,1018,1097.0
Preference Capital,2,2,79,77,0,0,0,0,0,0,0,0,
Borrowings,47,39,91,92,90,55,66,36,118,20,63,21,17.0
Other Liabilities,74,101,223,202,150,123,150,191,206,172,190,212,238.0
Total Liabilities,393,437,651,676,738,680,763,867,1010,908,1110,1281,1381.0
Fixed Assets,152,166,247,238,256,263,310,352,347,213,188,218,229.0
CWIP,16,17,11,11,2,1,5,1,1,0,3,0,0.0
Investments,45,63,87,84,130,72,33,57,36,157,273,354,397.0
Other Assets,180,192,306,343,350,343,414,457,626,538,645,709,755.0
Total Assets,393,437,651,676,738,680,763,867,1010,908,1110,1281,1381.0
