,2021-03-01,2021-09-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.27,73.27,73.27,73.27,72.3,67.09,67.09,67.09,67.09
FIIs,0.0,0.0,0.0,0.0,0.09,0.6,0.62,0.58,0.33
Public,26.73,26.73,26.73,26.73,27.61,32.32,32.29,32.33,32.58
No. of Shareholders,465.0,361.0,294.0,432.0,598.0,845.0,886.0,1030.0,1760.0
