,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,57.0,36,46,4,24,101
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,57.0,36,46,4,24,101
Working Capital Days,1.0,-276,-14,61,-15,55
ROCE %,,24,27,30,50,55
