,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,57.54,45.67,22.71,35.87,42.63,21.18,6.73,21.67,2.75,61.54,7.79,28.7,34.49
Expenses,58.03,45.32,22.39,34.67,42.53,23.14,7.86,19.37,2.33,62.8,10.52,27.31,34.35
Operating Profit,-0.49,0.35,0.32,1.2,0.1,-1.96,-1.13,2.3,0.42,-1.26,-2.73,1.39,0.14
OPM %,-0.85,0.77,1.41,3.35,0.23,-9.25,-16.79,10.61,15.27,-2.05,-35.04,4.84,0.41
Other Income,0.54,0.09,-0.09,0.01,0.01,3.97,0.02,0.17,0.01,0.08,2.48,0.0,2.14
Interest,0.33,0.26,0.63,0.09,0.08,0.08,0.01,0.45,0.0,0.0,0.0,0.0,0.0
Depreciation,0.11,0.09,0.11,0.06,0.06,0.04,0.0,0.01,0.03,0.03,0.0,0.0,0.0
Profit before tax,-0.39,0.09,-0.51,1.06,-0.03,1.89,-1.12,2.01,0.4,-1.21,-0.25,1.39,2.28
Tax %,25.64,22.22,17.65,25.47,0.0,10.58,20.54,24.88,25.0,23.14,32.0,25.18,25.0
Net Profit,-0.29,0.07,-0.41,0.8,-0.03,1.68,-0.88,1.5,0.3,-0.93,-0.16,1.04,1.7
EPS in Rs,-0.05,0.01,-0.07,0.14,-0.01,0.29,-0.15,0.26,0.05,-0.13,-0.02,0.15,0.24
