,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,49.18,37.3,46.08,53.76,80.49,100.8,76.79,70.58,63.32,30.79,41.49,45.92,80.47
Expenses,44.68,35.55,47.92,52.26,75.8,93.56,72.44,65.77,60.28,32.1,45.41,52.22,77.15
Operating Profit,4.5,1.75,-1.84,1.5,4.69,7.24,4.35,4.81,3.04,-1.31,-3.92,-6.3,3.32
OPM %,9.15,4.69,-3.99,2.79,5.83,7.18,5.66,6.81,4.8,-4.25,-9.45,-13.72,4.13
Other Income,0.7,0.9,1.01,0.91,-0.07,-0.23,0.23,0.24,0.51,0.22,0.14,0.38,0.1
Interest,1.89,0.51,0.74,0.46,0.42,0.36,0.24,0.32,0.18,0.3,1.67,0.98,0.61
Depreciation,0.55,0.55,0.56,0.57,0.63,0.7,0.84,0.96,1.07,0.93,0.92,1.0,1.04
Profit before tax,2.76,1.59,-2.13,1.38,3.57,5.95,3.5,3.77,2.3,-2.32,-6.37,-7.9,1.77
Tax %,26.45,28.3,18.78,24.64,23.81,27.39,29.43,26.79,24.35,23.71,25.59,24.81,23.73
Net Profit,2.02,1.14,-1.73,1.04,2.71,4.32,2.48,2.75,1.74,-1.76,-4.75,-5.94,1.35
EPS in Rs,2.11,1.19,-1.81,1.09,2.83,4.51,2.59,2.87,1.82,-1.84,-4.96,-6.2,1.41
