,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.2,-1.59,1.13,-17.22,9.39
Cash from Investing Activity,-0.01,-0.02,-0.02,-0.33,-12.55
Cash from Financing Activity,0.3,1.55,0.62,20.07,-0.75
Net Cash Flow,0.09,-0.05,1.74,2.51,-3.91
