,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,2.43,2.43,2.43
Reserves,0.34,0.68,1.41,10.1,10.92,11.18
Borrowings,0.96,2.69,4.65,15.3,16.21,7.34
Other Liabilities,1.35,0.68,1.57,1.98,2.81,1.97
Total Liabilities,2.66,4.06,7.64,29.81,32.37,22.92
Fixed Assets,0.44,0.32,0.23,0.48,12.3,3.29
CWIP,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,2.22,3.74,7.41,29.33,20.07,19.63
Total Assets,2.66,4.06,7.64,29.81,32.37,22.92
