,Mar 2014,Mar 2015,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,247.0,288.0,286.0,582.0,722.0,737
Expenses,228.0,262.0,260.0,531.0,689.0,686
Operating Profit,19.0,26.0,26.0,52.0,32.0,51
OPM %,8.0,9.0,9.0,9.0,4.0,7
Other Income,7.0,4.0,1.0,0.0,2.0,3
Interest,6.0,6.0,4.0,6.0,19.0,29
Depreciation,7.0,10.0,13.0,16.0,27.0,27
Profit before tax,13.0,14.0,10.0,29.0,-11.0,-2
Tax %,22.0,34.0,24.0,12.0,-4.0,
Net Profit,10.0,9.0,8.0,26.0,-12.0,-2
EPS in Rs,0.4,0.37,0.3,1.0,-0.46,-0.08
