,2014-03-01,2015-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,46,39,50,53,13
Cash from Investing Activity,-15,-40,-29,-185,-110
Cash from Financing Activity,-29,7,20,139,49
Net Cash Flow,2,6,41,7,-48
