,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.78,0.18,-5.02,-3.86
Cash from Investing Activity,-0.79,-0.33,-0.06,-0.02
Cash from Financing Activity,0.21,-0.13,5.1,4.83
Net Cash Flow,0.2,-0.28,0.02,0.95
