,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.0,1.0,4.25,6.24,6.24
Reserves,0.11,0.12,0.49,2.21,2.94
Borrowings,4.46,5.5,2.38,4.28,4.92
Other Liabilities,0.6900000000000001,0.59,0.88,2.65,4.83
Total Liabilities,6.26,7.21,8.0,15.38,18.93
Fixed Assets,1.01,1.05,2.52,2.5,2.46
CWIP,1.29,1.51,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,3.96,4.65,5.48,12.88,16.47
Total Assets,6.26,7.21,8.0,15.38,18.93
