,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-8.57,0.06,1.44,-4.99
Cash from Investing Activity,-0.5,-0.02,-0.03,-0.02
Cash from Financing Activity,9.61,-0.5700000000000001,-1.02,5.27
Net Cash Flow,0.54,-0.53,0.39,0.26
