,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2.02,2.02,2.02,7.24,7.24
Reserves,-0.01,0.24,1.53,8.0,8.88
Borrowings,11.2,11.75,11.77,8.98,11.82
Other Liabilities,4.46,4.11,2.3,2.85,2.95
Total Liabilities,17.67,18.12,17.62,27.07,30.89
Fixed Assets,0.36,0.32,0.29,0.26,0.33
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,17.31,17.8,17.33,26.81,30.56
Total Assets,17.67,18.12,17.62,27.07,30.89
