,2022-09-01,2023-03-01,2023-09-01
Sales,23.56,24.62,42.17
Expenses,19.6,24.0,40.57
Operating Profit,3.96,0.62,1.6
OPM %,16.81,2.52,3.79
Other Income,0.04,0.09,0.05
Interest,0.54,0.61,0.49
Depreciation,0.03,0.03,0.05
Profit before tax,3.43,0.07,1.11
Tax %,28.86,28.57,22.52
Net Profit,2.44,0.05,0.88
EPS in Rs,12.07,0.07,1.21
