,2022-03-01,2023-03-01,2023-09-01
Promoters,71.35,71.35,71.35
FIIs,5.43,0.01,2.81
DIIs,0.0,0.57,3.72
Public,23.22,28.06,22.12
No. of Shareholders,25710.0,25152.0,26757.0
