,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,13,18,18,18
Reserves,-11,0,119,130,140
Borrowings,36,43,19,9,7
Other Liabilities,19,35,40,28,27
Total Liabilities,57,90,195,185,192
Fixed Assets,11,19,26,39,41
CWIP,1,7,18,17,20
Investments,0,0,0,0,8
Other Assets,45,64,152,129,123
Total Assets,57,90,195,185,192
