,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1,11,-10,-5
Cash from Investing Activity,-5,-16,-67,8
Cash from Financing Activity,4,5,86,-12
Net Cash Flow,-1,0,9,-10
