,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,49.52,49.62,49.62,49.82,49.82,49.85,49.86,49.86,49.9,50.11,50.24,50.63
FIIs,19.05,20.14,22.67,22.58,23.0,21.9,21.5,21.52,21.32,21.29,21.85,14.31
DIIs,14.84,13.72,11.89,11.9,11.81,11.6,11.61,11.87,11.76,11.49,11.18,19.48
Public,16.59,16.51,15.81,15.7,15.37,16.65,17.04,16.75,17.02,17.11,16.73,15.58
No. of Shareholders,37483.0,45403.0,47650.0,45274.0,44696.0,48181.0,46737.0,44697.0,46274.0,47966.0,45662.0,47766.0
