,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,GRM Overseas Ltd,FMCG,531449,GRMOVER,1136,189, 431 / 159,23.8,46.2,0.24,15.7,23.4,2.0,0.98,-4.77,19.6,6.44,19.8,16.7,-27.7,14.1,35.7,59.4,34.5,7.95,8.93,189,210,292,132,98.9
